dataset,var.names,var.labels,title,description,family,references
PIPE,f,"Franchise. Qualifications for the right to vote in national elections. The codebook notes: To account for exclusions not captured under f, we use the variable oth_exclusions (see below).


There are cases of coexisting qualifications. We handle them as follows:


(1) If the qualifications differ by ethnicity or religion (common in colonies), we code the least restrictive qualification for non-colonizers.


(2) If the qualifications are set at a sub-national level, we code the variable as missing. (Unified countries in which franchise is regulated by sub-units include the United States, Mexico, or South Africa before 1968, while cases of countries that were not yet politically unified include Argentina before 1853, South Africa before 1910, and Australia before 1901). Regulations concerning immigrants and foreign residents are not considered.

Coding of franchise:


missing before suffrage was instituted for the first time.


The codes 0 to 7 are for males only:


0 No legal provisions for suffrage. This code is applied (a) whenever constitutions or other legal acts providing for suffrage were either abrogated without being replaced or formally suspended, (b) if (a) is unclear, whenever the legislature was closed and neither legislative nor presidential elections were held.


1 Estate representation. Example: Sweden until 1866.


2 Property only.


3 (Property OR income OR taxes OR exercise of profession OR educational titles) AND literacy.


4 Property OR income OR taxes OR exercise of profession OR educational titles. This code applies whenever the law specifies a minimum threshold, even if this threshold is very low (for example, tax contribution of three days of local wages in France in 1789, as long as this requirement is observed. If it is not observed, as in post-1917 Mexico, the code is 6.


5 Literacy only OR (Literacy OR property OR income OR taxes OR exercise of profession OR educational titles). 6 All the economically independent (not personal servants, not debtors, only residence requirement). Includes: (a) phrases that explicitly refer to economic independence. Example: ""Tener una propiedad, o ejercer cualquiera profesion, o arte con titulo publico, u ocuparse en alguna industriautil, sin sujecion a otro en clase de sirviente o jornalero."" (Peru in 1823) (b) phrases such as known means of subsistence, ""honest livelihood."" Example: ""Son ciudadanos todos los habitantes de la Republica naturales de pais o naturalizados en el que fueren casados, o mayores de diez y ocho anos, siempre que exerzan alguna profesion util o tengan medios conocidos de subsistencia."" (Costa Rica 1824) (c) phrases that suggest clearly broad qualifications. Example: ""Son ciudadanos todos los salvadorenos mayores de veintiun anos que sean padres de familia, o cabezas de casa, o que sepan leer y escribir, o que tengan la propiedad que designa la ley."" (El Salvador 1841) (d) cases where suffrage is universal but only for free men (i.e., not slaves) (e) cases that fall under 4 without explicit thresholds. Examples: Romania 1866, Peru 1860. The French constitutions of 1795 and 1799 required ""une contribution quelquonque."" The 1860 Peruvian constitution qualified anyone who could read and write OR paid any taxes OR owned a workshop OR owned some land. The last provision was intended to allow the indigenous population to vote. (f) cases in which franchise is declared to be universal but excludes those who have failed to pay taxes or those permanently receiving public assistance or those under legal bankruptcy.


7 All (""Manhood""). The only exclusions admitted in this category are: (1) having been convicted of a crime (2) being legally incompetent (3) short, less than two-year local residence requirement. There are some cases, however, where the law contains restrictive phrases, such as the requirement of appearing on the tax rolls or having fulfilled military obligation, these restrictions were not enforced. In such cases franchise was coded as 7. An example is the Ottoman Constitution of 1876 (in force after 1908) or the Swedish law until 1975.


For females, we use the second digit, distinguishing only situations in which


0 if no women can vote


1 women are qualified on narrower basis than males Examples: (a) in England between 1918 and 1927 males were qualified at the age of 20, females at 25. (b) in Canada between 1917 and 1920 the vote was given only to relatives of military. (c) in some countries women voted only in some regions. Note that if females vote in municipal elections, we do not include it since the codes refer only to national elections.


2 women are qualified on the same basis as males.


This is missing if there is more than one constitution, any other kind of political chaos that makes the electoral rules inoperative. For years of foreign occupation it is either set as missing or extends the restriction in effect before the occupation. There is one case of family representation (Bhutan), coded as missing.",Selection from the Political Institutions and Political Events (PIPE) dataset,"A selection of variables from Przeworski, Adam et al. 2013. Political Institutions and Political Events (PIPE) Data Set. Department of Politics, New York University. The original data and codebook can be downloaded from https://sites.google.com/a/nyu.edu/adam-przeworski/home/data. The documentation below is directly derived from the codebook, with some modifications.",institutions,"Przeworski, Adam et al. 2013. Political Institutions and Political Events (PIPE) Data Set. Department of Politics, New York University. "
PIPE,f_simple,"A simplified version of f. 0 - No suffrage , 1 - Class restricted, male only , 2 - Class restricted, some female, 3- All male  4 - All male, some female, 5- Universal ",NA,NA,regime characteristics,NA
PIPE,oth_exclusions,"Captures exclusions not accounted for under f. The codebook notes:

Coded as follows:

0 None other (all restrictions are accounted for under f).

1 By ethnicity (some ethnic groups are excluded).

2 By territory (people living in some regions cannot vote).

3 By religion (only adherents of a particular religion(s) can vote).

4 By politics (Individuals sympathizing with some political parties or ideologies are excluded. This code refers only to persons, hence it does not cover cases when political parties are banned.). Includes the language in which suffrage is determined by moral character.

5 Slaves are excluded.

6 Military personnel or police is excluded.

7 Priests or nuns are excluded.

8 Propertied are excluded (as in Mongolia, USSR 1918).

Note: When more than one exclusion applies, all are listed as consecutive digits. For example, if 5, 6, and 7 applies, we code exclusions as 567.",NA,NA,elections,NA
PIPE,legelec,"Number of legislative elections that took place during the year. The codebook notes: It includes general elections, regular elections in which only a part of the legislature is renewed, and annulled elections, but not by-elections to replace representatives who did not continue in office. Elections to the upper house only and elections to constitutional assemblies that do not have ordinary legislative powers are excluded. Only first rounds are counted. Note: In several cases constituent assemblies usurped ordinary legislative powers. In such cases elections are counted.",NA,NA,coups,NA
PIPE,preselec,"Number of presidential elections that took place during the year. The codebook notes: In pure presidential systems (in which there is no prime minister), counted are any kind of elections, direct and indirect, in the latter case regardless of the constitutional status of the electing assembly. Second rounds are not counted, while annulled elections are counted. Presidential plebiscites are included.

Note: The information about presidential elections in systems in which the president is elected by the parliament is unsystematic and fragmentary. ",NA,NA,NA,NA
PIPE,eligible_pr," Ratio of the number of people eligible to vote to the total population. The codebook notes: Coded only for years of legislative or presidential elections.

Note: In some cases, registration is automatic, so that the number of registered voters is equal to the number of eligible voters. Whenever they differ and a series for registered is available, this is the series used. If it is not available, numbers of eligible voters are used. Finally, in several instances we do not know whether the numbers refer to registered or eligible voters. When elections were indirect, this is the proportion of last-stage electors to the population.",NA,NA,NA,NA
PIPE,participation_f,Eligible voters (by franchise) as percentage of the population (undocumented in original codebook). There are some obvious problems here - the variable exceeds 100 for some cases.,NA,NA,NA,NA
PIPE,turnout_leg,"Turnout in legislative elections, according to formula above. Only available for years with legislative elections.",NA,NA,NA,NA
PIPE,turnout_pres,"Turnout in presidential elections, according to formula above. Only available for years with presidential elections. There are some obvious problems here - some turnouts exceed 100 of eligible voters.",NA,NA,NA,NA
PIPE,leg_composition,"Captures legal provisions regulating the mode of selection of the lower house of the legislature. The codebook notes: Whenever there are no such provisions but a legislature exists, the actual mode of selection is coded. These provisions are coded whether or not the legislature in fact exists, as long as they have not been formally abrogated or suspended.

Rows distinguish elected vs. appointed legislatures. Ex-officio members are considered as appointed. Columns specify whether or not there are distinct electorates (whether people living next to each other vote for the same seats) and/or whether the appointed seats are distributed among some categories.

The coding entails two levels. At the first level, as represented by integers, we indicate whether the legislature was fully appointed, partially appointed and partially elected, or fully elected, and whether either those appointed or the voters were distinguished according to some criteria. In cases of partly elected and partly appointed legislatures, the first decimal indicates whether distinctions apply to the electorate or to the appointed position. In cases where at least some members are appointed, the second decimal provides information whether appointments resulted from delegation from below or nomination from above. Thus, for example, in Austria between 1848 and 1877, voters were divided into curiae according to property criteria: we code this case as 10. In Jordan, the legislature was elected except for two seats reserved for Bedouins, who were appointed: the code is 7.01 since the legislature was partially appointed (7) and the representatives were nominated from above (0.01). Finally, in Fiji in 1929, Europeans and Indo-Fijians were elected by separate electorates, while Fijians were appointed by the chiefs: we code is as 7.12 since the legislature was partially appointed (7), the distinction by race/ethnicity applied to voters (0.1), and the appointed representatives were delegates (0.02). We ignore functional bodies such as in Yugoslavia 1974 and therefore code them as missing. If there is a functional body along with territorial body, we focus on the latter. Quotas, such as that some proportion of the legislature must be female, are not considered unless there are separate electorates for male and female seats.

None means that there are no constitutional provisions for a legislature and no legislature in fact. * Accompanied by a decimal as follows: 0.1 if distinctions apply to the electorate 0.2 if distinctions apply to the appointed positions 0.3 if distinctions apply both to the electorate and the appointed positions & Accompanied by a centecimal as follows: 0.01 appointed from above 0.02 appointed from below 0.03 some are appointed from above and some are appointed from below In addition to these codes, assemblies based on estate representation are coded as 13. Estate assemblies were bodies divided into three of more chambers, each of which contained representatives (or indeed all members appearing personally) of one, and only one, legally privileged status group or estate such as the nobility, the clergy, and the burghers of the self-governing towns. (Ertman 1997: 21) An estate, in turn, may be defined as a group of people having the same status in the sense in which that word is used by lawyers. A status in this sense is a position to which is attached a bundle of rights and duties, privileges and obligations, legal capacities and incapacities, which are publicly recognized and which can be defined and enforced by public authority and in many cases by courts of law. (Marshall 1965: 193). For a discussion of the Estate system, see Poggi (1978: Chapter 3).",NA,NA,NA,NA
PIPE,leg_composition_simple,"Simplified version of leg_composition. 0 - No legislature, 1 - Fully appointed, 2 - Partly appointed, 3 - Fully elected, 4 - Estate representation",NA,NA,NA,NA
PIPE,coups,"Number of successful coups d'etat during a given year. The codebook notes:

Note: A coup is any event resulting in an irregular removal or resignation of the chief executive that involves a violent action or an explicit threat of resorting to it, by an armed organization. Assassinations of the chief executive are not considered coups unless the group responsible for the action takes over the office. Whenever the rules about the replacement of the chief executive are either not codified or unclear, the force criterion prevails. The definition excludes resignations under pressure of popular mobilization if no armed group (legal or not) is involved (resignation of Carlos Mesa in Bolivia). Similarly, irregular transfers of power among civilians that do not entail force (such as changes of communist leaders) are not considered coups. We place no restriction on whether the armed group causing the replacement is domestic or foreign, nor on the identity of the incoming ruler. In particular, any military intervention of foreign powers producing a replacement of the chief executive is coded as a coup, even if they restore a previously elected ruler (French troops overthrowing Bokassa in Central African Republic). As a general rule, any replacement of a military chief executive by another military man is considered a coup, unless the succession occurred according to pre-established rules (Figueirido replacing Geisel in Brazil). Specifically, resignations of the military chief executive caused by votes of non-confidence of irregular military bodies are considered coups (Galtieri replacing Viola in Argentina). The variable is compatible to other conventional sources such as Powell and Thyne (2010), Marshall and Marshall (2009), and Svolik and Akcinaroglu (2010) for the period 1950-2008, with some difference in the interpretation of specific events. Information for the pre-1950 era is more scarce and therefore the coding may be less reliable.",NA,NA,NA,NA
PIPE,przeworski_country,Original country name in dataset.,NA,NA,NA,NA
polity_annual,polity,"Combined Polity Score. The codebook says this: ""The POLITY score is computed by subtracting the AUTOC score from the DEMOC score; the resulting unified polity scale ranges from +10 (strongly democratic) to -10 (strongly autocratic). Note: The POLITY score was added to the Polity IV data series in recognition of its common usage by users in quantitative research and in the overriding interest of maintaining uniformity among users in this application. The simple combination of the original DEMOC and AUTOC index values in a unitary POLITY scale, in many ways, runs contrary to the original theory stated by Eckstein and Gurr in Patterns of Authority (1975) and, so, should be treated and interpreted with due caution Its primary utility is in investigative research which should be augmented by more detailed analysis. The original theory posits that autocratic and democratic authority are distinct patterns of authority, elements of which may co-exist in any particular regime context. The inclusion of this variable in the data series should not be seen as an acceptance of the counter-proposal that autocracy and democracy are alternatives or opposites in a unified authority spectrum, even though elements of this perspective may be implied in the original theory. The POLITY variable provides a convenient avenue for examining general regime effects in analyses but researchers should note that the middle of the implied POLITY ""spectrum"" is somewhat muddled in terms of the original theory, masking various combinations of DEMOC and AUTOC scores with the same POLITY score. Investigations involving hypotheses of varying effects of democracy and/or autocracy should employ the original Polity scheme and test DEMOC and AUTOC separately.""","Selection from the POLITY IV dataset","A selection of variables from the Polity IV dataset (case and country-year formats). See Monty G. Marshall, Ted Robert Gurr, Keith Jaggers, 2014. POLITY IV PROJECT: Dataset Users' Manual. Center for Systemic Peace. Original dataset and codebook available at www.systemicpeace.org. Documentation below is directly derived form this codebook.",regime characteristics,"See Monty G. Marshall, Ted Robert Gurr, Keith Jaggers, 2014. POLITY IV PROJECT: Dataset Users' Manual. Center for Systemic Peace. "
polity_annual,polity2,"Revised Combined Polity Score: This variable ""modifies the combined annual POLITY score by applying a simple treatment, or ""fix,"" to convert instances of ""standardized authority scores"" (i.e., -66, -77, and -88) to conventional polity scores (i.e., within the range, -10 to +10). The values have been converted according to the following rule set:

-66 Cases of foreign ""interruption"" are treated as ""system missing.""

-77 Cases of ""interregnum,"" or anarchy, are converted to a ""neutral"" Polity score of ""0.""

-88 Cases of ""transition"" are prorated across the span of the transition. For example, country X has a POLITY score of -7 in 1957, followed by three years of -88 and, finally, a score of +5 in 1961. The change (+12) would be prorated over the intervening three years at a rate of per year, so that the converted scores would be as follows: 1957 -7; 1958 -4; 1959 -1; 1960 +2; and 1961 +5.

Note: Ongoing (-88) transitions in the most recent year are converted to ""system missing"" values. Transitions (-88) following a year of independence, interruption (-66), or interregnum (-77) are prorated from the value ""0.""""",NA,NA,democracy,NA
polity_annual,exrec,"Executive recruitment. 1 = Ascription, 2 = ascription + designation, 3 = designation, 4 = self-selection, 5 = executive-guided transition, 6 = dual - ascription + election, 7 = transitional or restricted elections, 8 = competitive elections. (-88 = transition, -77 = interregnum, -66 foreign interruption). See official Polity codebook for further detail.",NA,NA,NA,NA
polity_annual,exconst,"Executive constraints. 1 = unlimited, 7 = executive parity or subordination. (-88 = transition, -77 = interregnum, -66 foreign interruption). See official Polity codebook for further detail.",NA,NA,NA,NA
polity_annual,polcomp,"Political competition. 1= repressed (totally closed), 2 = restricted, 3 = authoritarian-guided liberalization, 4 = uninstitutionalized, 5 = gradual transition from uninstitutionalized, 6 = factional/restricted, 7 = factional, 8 = liberalization or retrenchment, 9 = limited and/or decreasing overt coercion, 10 = institutionalized electoral. (-88 = transition, -77 = interregnum, -66 foreign interruption). See official Polity codebook for further detail.",NA,NA,NA,NA
polity_annual,polity_country,Original country name in dataset.,NA,NA,NA,NA
population_data,pop,Population.,Population of Independent States,"A dataset extending Gleditsch's population of independent states list (available at http://privatewww.essex.ac.uk/~ksg/data/exppop.txt) with the World Development Indicators ""SP.POP.TOTL"" variable and the World Population data assembled by Max Roser (at http://ourworldindata.org/data/population-growth-vital-statistics/world-population-growth/).",economic data,"Gleditsch, Kristian (2010). Expanded population data. Version 1.0, posted 13 May 2010"
population_data,source,"Source: either the World Development Indicators, or Gleditsch's list of population for independent states (which in turn gives a further source).",NA,NA,population,"Kremer, Martin (1993) ""Population Growth and Technological Change: One Million B.C. to 1990"", Quarterly Journal of Economics., August 1993, pp.681-716."
population_data,world_pop,"World population, from Ortiz-Ospina and Roser 2016, who in turn cite Kremer 1993 and the UN population division. ",NA,NA,NA,"Ortiz-Ospina, Esteban and Max Roser (2016) ""World Population Growth"". Published online at OurWorldInData.org. Retrieved from: http://ourworldindata.org/data/population-growth-vital-statistics/world-population-growth/ [Online Resource]"
population_data,world_pop_interp,"World population, interpolated with splines, Ortiz-Ospina and Roser 2016.",NA,NA,NA,NA
population_data,prop,Proportion of the world's population accounted for by the country-year.,NA,NA,NA,NA
powell_thyne,date,Date of the coup.,Powell-Thyne coup data (V2015.09.30),Count of coups by Powell and Thyne. Described in Powell and Thyne (2011); data is fully updated up to 2015. Original data available at http://www.uky.edu/~clthyn2/coup_data/powell_thyne_coups_final.txt,coups,"Powell, Jonathan M., and Clayton L. Thyne. 2011. ""Global Instances of Coups from 1950 to 2010: A New Dataset."" Journal of Peace Research 48 (2): 249-59."
powell_thyne,coup,"Coup type. 1 = unsuccessful, 2 = successful.",NA,NA,violence,NA
powell_thyne,attempt_type,Character version of coup.,NA,NA,NA,NA
powell_thyne,powell_country,Country name in the original dataset.,NA,NA,NA,NA
svolik_institutions,military,"Type of military control. Possible types are ""civilian"" (civilians exercise military control), ""corporate"" (the military as an institution exercises control - e.g., there's a functioning junta), ""personal"" (a military dictator exercises control via the military), and ""indirect"" (the military exercises veto power).",Milan Svolik's Institutions in Dictatorship Dataset,"A dataset containing the institutions in dictatorships data from Milan Svolik, 2012. The Politics of Authoritarian Rule. New York: Cambridge University Press. The original data and codebook can be found at http://campuspress.yale.edu/svolik/the-politics-of-authoritarian-rule/. This particular dataset is undocumented there.",institutions,"Svolik, Milan (2012). The Politics of Authoritarian Rule. New York: Cambridge University Press. "
svolik_institutions,executive,"How the executive was selected. Ranges from ""unelected"" to ""elected with less than 75\% of the vote"".",NA,NA,regime characteristics,NA
svolik_institutions,legislative,"How the legislature was selected. Ranges from ""no legislature"" to largest party controls less than 75\% of the seats"".",NA,NA,NA,NA
svolik_institutions,party,"Type of party restrictions. Ranges from ""banned"" to ""multiple.""",NA,NA,NA,NA
svolik_institutions,svolik_country,Country name in the original dataset.,NA,NA,NA,NA
svolik_leader,leader,Leader name.,Milan Svolik's Leaders in Dictatorship Dataset,"A dataset containing the leaders in dictatorships data from Milan Svolik, 2012. The Politics of Authoritarian Rule. New York: Cambridge University Press. The original data and codebook can be found at http://campuspress.yale.edu/svolik/the-politics-of-authoritarian-rule/. This is based on Archigos, but it is slightly different.",leaders,"Svolik, Milan (2012). The Politics of Authoritarian Rule. New York: Cambridge University Press. "
svolik_leader,startdate,Date of entry into office.,NA,NA,NA,NA
svolik_leader,enddate,Date of exit from office.,NA,NA,NA,NA
svolik_leader,leadid,Leader ID.,NA,NA,NA,NA
svolik_leader,entry,"The manner by which the leader assumed office. Civil war: the previous leader left office due to a civil war and the current leader either won the civil war or was installed as a leader by a peace conference or settlement; consensus: the leader was chosen consensually by a collective; typically in communist dictatorships and military juntas; coup: the leader came to power after an elite or military-led conspiracy deposed the previous leader by threating or using force; elections: the leader won a general election; foreign: the leader was installed by a foreign intervention; independence: the leader entered office after a war of independence; interim: the leader assumed office for an explicitly stated temporary period and obeyed it; typically when the previous leader leaves office due to natural causes, resigns, or is assassinated and the new leader is the constitutionally mandated successor and resigns at the end of the constitutionally mandated period; the previous leader is forced out of office in a coup or revolution and the new leader is designated (often for idiosyncratic reasons) as a temporary successor and resigns from office within a year; revolt: the leader participated in a mass protest, uprising, or riot that replaced the previous leader; succession: the leader succeeded the previous leader due to a customary or institutionalized dynastic succession; other: a residual category for entries into office that do not fit into any of the above.",NA,NA,NA,NA
svolik_leader,exit,"The manner by which the leader left office (coded as missing if the leader's tenure is right-censored): assassination: the leader was killed in an event that was not an organized attempt to replace him in power (and therefore does not qualify as a coup or revolt); civil war: the leader left office due to a civil war; consensus: the leader left office by a consensual collective decision; typically at the end of his term in communist dictatorships and military juntas; coup: the leader was deposed by an elite or military-led conspiracy that involved the threat or use of force; elections: the leader ran for re-election but lost; foreign: the leader was forced out of office as a result of a foreign intervention or interstate war; interim: the leader assumed office for an explicitly stated temporary period and obeyed it when he left; typically when the previous leader left office due to natural causes, resigned, or was assassinated and the current leader was the constitutionally mandated successor and resigned at the end of the constitutionally mandated period; the previous leader was forced out of office in a coup or revolution and the new leader was designated (often for idiosyncratic reasons) as a temporary successor and resigned from office within a year; this category also includes various rotation agreements as long as the mandated period in office has been explicitly stated and obeyed; natural: the leader left office due to sickness or death; no contest: a leader who was eligible to serve for another term if re-elected chose not to run for re-election; resignation: a leader voluntarily left office, typically to retire; revolt: the leader was forced out of office by a mass protest, uprising, strike, or riot (revolts among military units that led to the exit of a leader were coded as a revolt instead of coup if they involved mass public participation); stepdown: the leader left office due to events resulting in a transition to democracy; term limit: the leader left office because he was constitutionally prevented from serving for another term; other: a residual category for exits from office that do not fit into any of the above.",NA,NA,NA,NA
svolik_leader,pol_aff,"The leader's political relationship to the previous leader prior to assuming office: regime: the leader has explicitly stated his pro-government position prior to assuming office, typically by being a member of the government, a member of the legislature from a governing party, or a member of the ruling family; Soldiers are coded as ""regime"" if they held a government position or were explicitly adopting a political position favoring the government against the opposition (e.g. member of the junta, government, or high military leadership); Members of royal and ruling families are coded as ""regime"" unless they were openly in the opposition; Leaders of pre-independence governments are coded as ""regime."" opposition: the leader has explicitly stated his anti-government position prior to assuming office, typically by being an opposition candidate in an election, a member of the legislature from a party that opposes the government, a guerrilla; Soldiers are coded as ""opposition"" if they explicitly adopted a political position opposing the government (e.g. a decommissioned general running as an opposition candidate or starting an insurgency). unaffiliated: the leader has not unambiguously stated his support or opposition to the government prior to assuming office, typically a member of the military who has not publicly stated his position prior to intervening or interim leader who was previously a member of the judiciary independence: a leader of an independence movement.",NA,NA,NA,NA
svolik_leader,inst_aff_1,First of the leader's three most significant institutional affiliations prior to assuming office from among the following alternatives: government: a member of the government; guerrilla: a participant in an guerrilla or independence movement judiciary: a member of the judiciary; legislature: a member of the legislature; military: a member of the military; opposition: an opposition candidate or party member; party: regime party member royal: a member of the royal or ruling family (a relative of the ruler); other: a residual category.,NA,NA,NA,NA
svolik_leader,inst_aff_2,Second of the leader's three most significant institutional affiliations prior to assuming office from among the following alternatives: government: a member of the government; guerrilla: a participant in an guerrilla or independence movement judiciary: a member of the judiciary; legislature: a member of the legislature; military: a member of the military; opposition: an opposition candidate or party member; party: regime party member royal: a member of the royal or ruling family (a relative of the ruler); other: a residual category.,NA,NA,NA,NA
svolik_leader,inst_aff_3,Third of the leader's three most significant institutional affiliations prior to assuming office from among the following alternatives: government: a member of the government; guerrilla: a participant in an guerrilla or independence movement judiciary: a member of the judiciary; legislature: a member of the legislature; military: a member of the military; opposition: an opposition candidate or party member; party: regime party member royal: a member of the royal or ruling family (a relative of the ruler); other: a residual category.,NA,NA,NA,NA
svolik_leader,cen,"An indicator of whether the leader's entry into office occurred according to written or customary rules: 0 if the leader's entry into office did not occur according to written or customary rules. Typically involves an entry by a coup, revolt, foreign intervention, civil war, and interim periods following exits by a coup, revolt, foreign intervention, or civil war; 1 if the leader's entry into office occurred according to written or customary rules. Typically involves an entry by an election, consensus, and interim periods following exits by an election or consensus.",NA,NA,NA,NA
svolik_leader,cex,"An indicator of whether the leader's exit from office occurred according to written or customary rules: NA if the leader's tenure is right-censored; 0 if the leader's exit from office did not occur according to written or customary rules. Typically involves an exit by a coup, revolt, stepdown, assassination, foreign intervention, or civil war; 1 if the leader's exit from office occurred according to written or customary rules. Typically involves an exit by election, consensus, or resignation.",NA,NA,NA,NA
svolik_leader,milentry,An indicator of whether the military overtly participated in the leader's entry into office: 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,milexit,An indicator of whether the military overtly participated in the leader's exit from office: NA if the leader's tenure is right-censored; 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,ventry,An indicator of whether the leader's entry into office involved violence: 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,vexit,An indicator of whether the leader's exit from office involved violence: NA if the leader's tenure is right-censored; 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,baathist,An indicator of whether the leader was associated with a Baathist party: 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,communist,An indicator of whether the leader was associated with a communist party: 0 no; 1 yes.,NA,NA,NA,NA
svolik_leader,birth,Year of birth; primarily from www.wikipedia.org and www.rulers.org.,NA,NA,NA,NA
svolik_leader,death,year of the death (NA if alive as of 2008); primarily from www.wikipedia.org and www.rulers.org.,NA,NA,NA,NA
svolik_leader,entry_summary,Summary of entry: irregular or regular.,NA,NA,NA,NA
svolik_leader,exit_summary,Summary of exit: irregular or regular.,NA,NA,NA,NA
svolik_leader,censoring,An indicator of right-censoring: 0 if the leader continues in office beyond enddate; 1 if the leader leaves office on enddate.,NA,NA,NA,NA
svolik_leader,consecutive,"An indicator of whether the current leader entered into office immediately after the preceding leader: NA if the current leader is the first recorded leader for a country; 0 if the current leader does not enter into office immediately after the preceding leader; 1 if the current leader enters into office immediately after the preceding leader (a few ad hoc exceptions are made when there was a gap of a few days, typically due to procedural issues).",NA,NA,NA,NA
svolik_leader,svolik_country,Original country name in dataset.,NA,NA,NA,NA
swiid_summary_5,variable,"The type of estimate. There are four types: Market gini (before taxes and transfers), net gini (after taxes and transfers), relative redistribution, and absolute redistribution.",Summary of the Standardized World Income Inequality Database,"This is a summary (with confidence estimates for each country-year_ of the Standardized World Income Inequality Database (Solt 2009, 2016), version 5.0. The original data is available at http://fsolt.org/swiid/",economic data,"Solt, Frederick (2009). ""Standardizing the World Income Inequality Database."" Social Science Quarterly 90 (2): 231-42. http://fsolt.org/swiid/."
swiid_summary_5,mean_value,The average value of the estimate. (The original dataset provides 500 different values using multiple imputation - see Solt for details).,NA,NA,inequality,"Solt, Frederick (2016). ""The Standardized World Income Inequality Database."" Social Science Quarterly, n/a-n/a. doi:10.1111/ssqu.12295."
swiid_summary_5,se,The standard error of the mean.,NA,NA,NA,NA
swiid_summary_5,pct025,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
swiid_summary_5,pct975,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
swiid_summary_5,swiid_country,Country name in the original dataset.,NA,NA,NA,NA
vdem,v2x_polyarchy,Continuous polyarchy index from V-dem version 6.1.,"A selection of indexes from the V-Dem dataset, version 6.1","A selection of indexes from the V-Dem dataset, version 6.1. Described in Coppedge, Michael, John Gerring, Staffan I. Lindberg, Svend-Erik Skaaning, and Jan Teorell, with David Altman, Michael Bernhard, M. Steven Fish, Adam Glynn, Allen Hicken, Carl Henrik Knutsen, Kelly McMann, Pamela Paxton, Daniel Pemstein, Jeffrey Staton, Brigitte Zimmerman, Frida Andersson, Valeriya Mechkova, Farhad Miri. 2016. V-Dem Codebook v6.1. Varieties of Democracy (V-Dem) Project. Original data available at https://v-dem.net/en/data/.",democracy,"Coppedge, Michael, John Gerring, Staffan I. Lindberg, Svend-Erik Skaaning, and Jan Teorell, with David Altman, Michael Bernhard, M. Steven Fish, Adam Glynn, Allen Hicken, Carl Henrik Knutsen, Kelly McMann, Pamela Paxton, Daniel Pemstein, Jeffrey Staton, Brigitte Zimmerman, Frida Andersson, Valeriya Mechkova, Farhad Miri. 2016. V-Dem Codebook v6.1. Varieties of Democracy (V-Dem) Project."
vdem,v2x_polyarchy_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,"Gleditsch, Kristian S. & Michael D. Ward. 1999. ""Interstate System Membership: A Revised List of the Independent States since 1816."" International Interactions 25: 393-413. The list can be found at http://privatewww.essex.ac.uk/~ksg/statelist.html"
vdem,v2x_polyarchy_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_api,Additive polyarchy index from V-dem version 6.1. ,NA,NA,NA,NA
vdem,v2x_api_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_api_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_mpi,Multiplicative polyarchy index from V-dem version 6.1.,NA,NA,NA,NA
vdem,v2x_mpi_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_mpi_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_EDcomp_thick,Electoral component index from V-dem version 6.1. To what extent is the electoral principle of democracy achieved?,NA,NA,NA,NA
vdem,v2x_EDcomp_thick_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_EDcomp_thick_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_libdem,Liberal democracy index from V-dem version 6.1. ,NA,NA,NA,NA
vdem,v2x_libdem_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_libdem_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_partipdem,Participatory democracy index from V-dem version 6.1.,NA,NA,NA,NA
vdem,v2x_partipdem_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_partipdem_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_delibdem,Deliberative democracy index from V-dem version 6.1. ,NA,NA,NA,NA
vdem,v2x_delibdem_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_delibdem_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_egaldem,Egalitarian democracy index from V-dem version 6.1.,NA,NA,NA,NA
vdem,v2x_egaldem_codehigh,Upper bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2x_egaldem_codelow,Lower bound of the 95\% confidence interval.,NA,NA,NA,NA
vdem,v2xcs_ccsi,Civil society index from V-dem version 6.1. How robust is civil society? Higher values mean civil society is more robust.,NA,NA,NA,NA
